image_name,circle_count,rod_count,irregular_count,total_count,circle_total_area_mm2,rod_total_area_mm2,irregular_total_area_mm2,total_particle_area_mm2,coverage_percent_of_85x85_fov
photo_0001.jpg,18,0,0,18,505.5618,0.0,0.0,505.5618,6.9974
